Department,EducationField,JobRole,BusinessTravel,MaritalStatus,Employee Source,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,StockOptionLevel,Age,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,DistanceFromHome,Company Website,LoyaltyFactor,TotalEarnInCompany,JobMatchFactor,SatisfactionCounts,Attrition
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Indeed,95,895,16019,1081,0,39,1,1,0,0,0,3,1,1,0,13,3,4,4,3,2,3,3,0,5,0,1,25944,1,13,1
Sales,Life Sciences,Sales Representative,Travel_Rarely,Single,Indeed,95,895,16019,1081,0,39,1,1,0,0,0,3,1,9,0,13,3,4,4,3,2,3,3,0,5,0,1,25944,1,13,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Indeed,30,945,16019,1081,0,30,1,1,0,0,0,3,1,9,0,13,3,2,4,3,2,3,3,0,9,0,1,25944,1,11,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Indeed,30,945,16019,1081,0,30,1,1,0,0,0,3,1,1,0,13,3,2,4,3,2,3,3,0,9,0,1,25944,1,11,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Indeed,30,945,16019,1081,0,30,1,1,0,0,0,3,1,9,0,13,3,2,4,3,2,3,3,0,9,0,1,25944,1,11,1
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Indeed,95,895,16019,1081,0,39,1,1,0,0,0,3,1,1,0,13,3,4,4,3,2,3,3,0,5,0,1,25944,1,13,1
Sales,Life Sciences,Sales Representative,Travel_Rarely,Single,Indeed,95,895,16019,1081,0,39,1,1,0,0,0,3,1,9,0,13,3,4,4,3,2,3,3,0,5,0,1,25944,1,13,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,26092,2472,0,22,1,1,0,0,0,1,1,1,1,23,3,4,2,1,3,3,2,0,7,0,1,59328,0,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,1,1,23,3,4,2,1,3,3,2,0,12,0,1,59328,1,10,1
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,26092,2472,0,22,1,1,0,0,0,1,1,3,1,23,3,4,2,1,3,3,2,0,7,0,1,59328,1,10,1
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,3,1,23,3,4,2,1,3,3,2,0,12,0,1,59328,0,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,9724,2472,0,22,1,1,0,0,0,1,1,1,1,23,4,4,2,1,3,3,2,0,7,0,1,59328,0,10,1
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,11585,2472,1,22,1,1,0,0,0,1,1,3,1,23,4,4,2,1,3,3,2,0,7,0,1,62294,1,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,1,1,23,4,4,2,1,3,3,2,0,12,0,1,59328,1,10,1
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,3,1,23,4,4,2,1,3,3,2,0,12,0,1,59328,0,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,26092,2472,0,22,1,1,0,0,0,1,1,1,1,23,3,4,2,1,3,3,2,0,7,0,1,59328,0,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,1,1,23,3,4,2,1,3,3,2,0,12,0,1,59328,1,10,1
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,26092,2472,0,22,1,1,0,0,0,1,1,3,1,23,3,4,2,1,3,3,2,0,7,0,1,59328,1,10,1
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,3,1,23,3,4,2,1,3,3,2,0,12,0,1,59328,0,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,9724,2472,0,22,1,1,0,0,0,1,1,1,1,23,4,4,2,1,3,3,2,0,7,0,1,59328,0,10,1
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,30,391,11585,2472,1,22,1,1,0,0,0,1,1,3,1,23,4,4,2,1,3,3,2,0,7,0,1,62294,1,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,1,1,23,4,4,2,1,3,3,2,0,12,0,1,59328,1,10,1
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,95,1360,26092,2472,0,41,1,1,0,0,0,3,1,3,1,23,4,4,2,1,3,3,2,0,12,0,1,59328,0,10,1
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,1,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Research & Development,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,1,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,5,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Sales,Medical,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,6,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Research & Development,Technical Degree,Sales Executive,Travel_Rarely,Married,Adzuna,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,1,1,13,3,4,3,1,3,2,4,1,5,0,1,786278,1,11,1
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,5,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,1,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,6,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,1,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Research & Development,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,1,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,5,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Sales,Medical,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,6,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Research & Development,Technical Degree,Sales Executive,Travel_Rarely,Married,Adzuna,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,1,1,13,3,4,3,1,3,2,4,1,5,0,1,786278,1,11,1
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,1434,6060,5673,1,28,10,10,9,1,7,4,2,5,1,13,3,4,3,1,3,2,4,1,5,1,1,786278,1,11,1
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,1,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Married,Company Website,30,1266,6060,5673,1,36,10,10,9,1,7,4,2,6,1,13,3,2,3,1,3,2,4,1,10,1,1,786278,1,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,30,311,18624,4197,1,31,10,10,8,0,2,3,2,1,0,11,3,2,3,1,3,3,2,0,20,1,1,581704,0,9,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Divorced,Company Website,95,1223,18624,4197,1,36,10,10,8,0,2,3,2,1,0,11,3,4,3,1,3,3,2,0,8,1,1,581704,0,11,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,2,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,95,541,24444,9713,3,23,9,5,3,1,0,1,3,2,1,13,3,4,4,4,3,3,3,0,2,1,0.5556,804236,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,541,24444,9713,3,23,9,5,3,1,0,1,3,4,1,13,3,4,4,4,3,3,3,0,2,1,0.5556,804236,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,5,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Technical Degree,Research Scientist,Travel_Rarely,Married,Indeed,95,541,12828,9713,1,23,9,5,3,1,0,1,3,2,1,13,3,4,4,4,3,3,3,0,2,0,0.5556,734303,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Divorced,Seek,95,541,13535,9713,1,23,9,5,3,1,0,1,3,4,1,13,3,4,4,4,3,3,3,0,2,0,0.5556,734303,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,2,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,5,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,2,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Married,Company Website,95,541,24444,9713,3,23,9,5,3,1,0,1,3,2,1,13,3,4,4,4,3,3,3,0,2,1,0.5556,804236,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,95,541,24444,9713,3,23,9,5,3,1,0,1,3,4,1,13,3,4,4,4,3,3,3,0,2,1,0.5556,804236,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,5,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Technical Degree,Research Scientist,Travel_Rarely,Married,Indeed,95,541,12828,9713,1,23,9,5,3,1,0,1,3,2,1,13,3,4,4,4,3,3,3,0,2,0,0.5556,734303,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Divorced,Seek,95,541,13535,9713,1,23,9,5,3,1,0,1,3,4,1,13,3,4,4,4,3,3,3,0,2,0,0.5556,734303,1,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,2,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Married,Company Website,30,1480,24444,9713,3,34,9,5,3,1,0,3,3,5,1,13,3,3,4,4,3,3,3,0,4,1,0.5556,804236,1,14,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,3,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,0,10,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,3,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,1,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Marketing,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,1,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,1,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,3,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,0,10,0
Research & Development,Marketing,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,1,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,1,10,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,3,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,1,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,3,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,0,10,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,3,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,1,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Marketing,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,1,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,1,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,3,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,0,10,0
Research & Development,Marketing,Laboratory Technician,Travel_Rarely,Single,Company Website,30,592,19384,2062,0,29,11,3,2,1,2,3,1,1,0,14,3,4,1,2,3,3,2,0,7,1,0.2727,98976,1,10,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,3,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Company Website,95,1217,19384,2062,0,54,11,3,2,1,2,4,1,1,0,14,3,4,1,2,3,3,2,0,2,1,0.2727,98976,0,10,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,5,1,22,3,4,1,3,3,3,2,0,7,0,0.3125,323870,0,11,0
Sales,Technical Degree,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,5,1,22,3,4,1,3,3,3,2,0,11,0,0.3125,323870,1,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,3,1,22,3,4,1,3,3,3,2,0,7,0,0.3125,323870,1,11,0
Sales,Medical,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,3,1,22,3,4,1,3,3,3,2,0,11,0,0.3125,323870,0,11,0
Sales,Technical Degree,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,5,1,22,4,4,1,3,3,3,2,0,11,0,0.3125,323870,1,11,0
Sales,Medical,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,3,1,22,4,4,1,3,3,3,2,0,11,0,0.3125,323870,0,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,5,1,22,4,4,1,3,3,3,2,0,7,0,0.3125,323870,0,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,3,1,22,4,4,1,3,3,3,2,0,7,0,0.3125,323870,1,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,5,1,22,3,4,1,3,3,3,2,0,7,0,0.3125,323870,0,11,0
Sales,Technical Degree,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,5,1,22,3,4,1,3,3,3,2,0,11,0,0.3125,323870,1,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,3,1,22,3,4,1,3,3,3,2,0,7,0,0.3125,323870,1,11,0
Sales,Medical,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,3,1,22,3,4,1,3,3,3,2,0,11,0,0.3125,323870,0,11,0
Sales,Technical Degree,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,5,1,22,4,4,1,3,3,3,2,0,11,0,0.3125,323870,1,11,0
Sales,Medical,Research Scientist,Travel_Frequently,Married,LinkedIn,95,1467,13588,4284,1,36,16,5,3,0,4,2,2,3,1,22,4,4,1,3,3,3,2,0,11,0,0.3125,323870,0,11,0
Research & Development,Medical,Human Resources,Travel_Rarely,Single,LinkedIn,31,783,4223,3886,1,37,16,5,3,0,4,4,2,0,0,21,4,4,4,3,3,2,2,0,7,0,0.3125,293782,1,14,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Married,LinkedIn,30,783,13588,4284,1,37,16,5,3,0,4,4,2,3,1,22,4,4,1,3,3,3,2,0,7,0,0.3125,323870,1,11,0
Research & Development,Other,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,0,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,25388,4788,0,22,4,3,2,0,2,1,2,0,1,11,4,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,25388,4788,0,22,4,3,2,0,2,1,2,1,1,11,3,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Medical,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,1,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,10036,4788,0,22,4,3,2,0,2,1,2,0,1,11,3,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,11092,4788,1,22,4,3,2,0,2,1,2,1,1,11,3,4,2,4,3,2,2,1,2,0,0.75,241315,0,13,0
Research & Development,Other,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,0,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Medical,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,1,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Other,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,0,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,25388,4788,0,22,4,3,2,0,2,1,2,0,1,11,4,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,25388,4788,0,22,4,3,2,0,2,1,2,1,1,11,3,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Medical,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,1,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,10036,4788,0,22,4,3,2,0,2,1,2,0,1,11,3,4,2,4,3,2,2,1,2,0,0.75,229824,0,13,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,95,594,11092,4788,1,22,4,3,2,0,2,1,2,1,1,11,3,4,2,4,3,2,2,1,2,0,0.75,241315,0,13,0
Research & Development,Other,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,0,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Medical,Manufacturing Director,Travel_Rarely,Married,Seek,31,219,25388,4788,0,35,4,3,2,0,2,2,2,1,1,11,3,4,2,4,3,2,2,1,16,0,0.75,229824,0,13,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,0,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,0,0,13,4,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,1,0,13,4,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,1,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,0,0,13,3,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,1,0,13,3,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,0,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,1,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,0,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,0,0,13,4,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,1,0,13,4,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,1,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,0,0,13,3,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
